datetime_utc, _conds, _dewptm, _fog, _hail, _heatindexm, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wdird, _wdire, _wgustm, _windchillm, _wspdm
20170127-06:00,Mist,14,0,0,,72,,1020,0,0,17,0,0,1,290,WNW,,,18.5
20170127-07:00,Smoke,13,0,0,,73,,1019,0,0,18,0,0,2.5,320,NW,,,25.9
20170127-07:30,Smoke,13,0,0,,73,,1019,0,0,18,0,0,2.5,320,NW,,,25.9
20170127-08:00,Haze,13,0,0,,73,,1018,0,0,18,0,0,2.5,320,NW,,,14.8
20170127-08:30,Haze,13,0,0,,68,,1017,0,0,19,0,0,2.5,290,WNW,,,18.5
20170127-09:00,Haze,12,0,0,,54,,1017,0,0,19,0,0,2,270,West,,,16.7
20170127-09:30,Haze,11,0,0,,56,,1017,0,0,20,0,0,2.5,310,NW,,,11.1
20170127-10:00,Haze,12,0,0,,60,,1017,0,0,20,0,0,2.5,270,West,,,11.1
20170127-10:30,Haze,12,0,0,,64,,1017,0,0,19,0,0,2.5,270,West,,,16.7
20170127-11:00,Haze,12,0,0,,68,,1017,0,0,18,0,0,2.5,290,WNW,,,18.5
20170127-11:30,Haze,12,0,0,,68,,1017,0,0,18,0,0,3,280,West,,,14.8
20170127-12:00,Haze,12,0,0,,66,,1018,0,0,17,0,0,2,270,West,,,16.7
20170127-12:30,Mist,12,0,0,,77,,1018,0,0,16,0,0,3,290,WNW,,,7.4
20170127-13:00,Mist,13,0,0,,88,,1018,0,0,15,0,0,2.5,270,West,,,13
20170127-15:00,Mist,12,0,0,,82,,1019,0,0,14,0,0,2,270,West,,,7.4
20170127-18:00,Mist,12,0,0,,84,,1020,0,0,14,0,0,2,270,West,,,9.3
20170127-21:00,Mist,12,0,0,,90,,1020,0,0,13,0,0,1,290,WNW,,,5.6
20170128-00:00,Patches of Fog,11,1,0,,96,,1020,0,0,12,0,0,0.5,270,West,,,5.6
20170128-02:00,Fog,11,1,0,,100,,1020,0,0,11,0,0,0,260,West,,,7.4
20170128-02:30,Fog,12,1,0,,100,,1020,0,0,12,0,0,0,250,WSW,,,9.3
20170128-03:00,Patches of Fog,12,1,0,,99,,1021,0,0,12,0,0,0.5,250,WSW,,,7.4
20170128-03:30,Fog,12,1,0,,100,,1021,0,0,12,0,0,0.1,250,WSW,,,3.7
20170128-04:00,Fog,12,1,0,,100,,1021,0,0,12,0,0,0.1,280,West,,,3.7
20170128-04:30,Fog,12,1,0,,100,,1021,0,0,12,0,0,0.2,250,WSW,,,7.4
20170128-05:00,Fog,12,1,0,,100,,1022,0,0,12,0,0,0.2,290,WNW,,,7.4
20170128-06:00,Mist,12,0,0,,90,,1022,0,0,13,0,0,0.5,270,West,,,13
20170128-06:30,Fog,12,1,0,,77,,1021,0,0,16,0,0,0.8,270,West,,,5.6
20170128-07:30,Smoke,13,0,0,,68,,1020,0,0,19,0,0,1.2,320,NW,,,13
20170128-08:00,Smoke,13,0,0,,68,,1020,0,0,19,0,0,1.4,320,NW,,,16.7
20170128-08:30,Smoke,12,0,0,,64,,1019,0,0,19,0,0,1.4,330,NNW,,,11.1
20170128-09:00,Smoke,12,0,0,,56,,1019,0,0,19,0,0,1,320,NW,,,14.8
20170128-10:30,Haze,12,0,0,,64,,1018,0,0,19,0,0,2,270,West,,,14.8
20170128-11:30,Haze,11,0,0,,64,,1018,0,0,18,0,0,2,290,WNW,,,11.1
20170128-12:00,Haze,12,0,0,,58,,1018,0,0,18,0,0,2,290,WNW,,,9.3
20170128-12:30,Haze,12,0,0,,72,,1018,0,0,17,0,0,2,290,WNW,,,9.3
20170128-13:00,Scattered Clouds,12,0,0,,77,,1018,0,0,16,0,0,2,320,NW,,,7.4
20170128-15:00,Mist,13,0,0,,85,,1019,0,0,14,0,0,1,290,WNW,,,14.8
20170128-18:00,Mist,12,0,0,,92,,1019,0,0,13,0,0,1,290,WNW,,,5.6
20170128-21:00,Patches of Fog,11,1,0,,91,,1017,0,0,12,0,0,0.5,270,West,,,14.8
20170129-00:00,Mist,12,0,0,,94,,1017,0,0,13,0,0,1,270,West,,,16.7
20170129-02:00,Fog,12,1,0,,94,,1018,0,0,13,0,0,0.5,290,WNW,,,16.7
20170129-02:30,Fog,12,1,0,,94,,1018,0,0,13,0,0,0.5,280,West,,,11.1
20170129-03:00,Patches of Fog,12,1,0,,96,,1018,0,0,13,0,0,0.5,270,West,,,11.1
20170129-03:30,Fog,12,1,0,,94,,1018,0,0,13,0,0,0.5,270,West,,,11.1
20170129-04:00,Fog,12,1,0,,94,,1018,0,0,13,0,0,0.5,280,West,,,11.1
20170129-04:30,Fog,12,1,0,,88,,1019,0,0,14,0,0,0.7,280,West,,,9.3
20170129-05:00,Fog,12,1,0,,88,,1019,0,0,14,0,0,0.7,290,WNW,,,11.1
20170129-06:00,Smoke,12,0,0,,69,,1019,0,0,17,0,0,1,270,West,,,18.5
20170129-08:00,Smoke,13,0,0,,73,,1016,0,0,18,0,0,1.5,260,West,,,9.3
20170129-08:30,Smoke,12,0,0,,60,,1016,0,0,20,0,0,1.5,290,WNW,,,9.3
20170129-09:00,Haze,13,0,0,,60,,1016,0,0,21,0,0,2,270,West,,,14.8
20170129-09:30,Haze,13,0,0,,60,,1016,0,0,21,0,0,2,270,West,,,14.8
20170129-12:00,Haze,13,0,0,,55,,1016,0,0,20,0,0,2,250,WSW,,,11.1
20170129-12:30,Haze,13,0,0,,68,,1016,0,0,19,0,0,2,270,West,,,9.3
20170129-15:00,Mist,14,0,0,,90,,1018,0,0,15,0,0,2,,,,,0
20170129-18:00,Mist,13,0,0,,95,,1018,0,0,13,0,0,0.5,,,,,0
20170129-21:00,Patches of Fog,12,1,0,,100,,1017,0,0,12,0,0,0.5,,,,,0
20170130-00:00,Partial Fog,11,1,0,,100,,1017,0,0,11,0,0,0.2,,,,,0
20170130-03:00,Heavy Fog,12,1,0,,98,,1018,0,0,12,0,0,0.05,270,West,,,3.7
20170130-03:30,Fog,12,1,0,,100,,1018,0,0,12,0,0,0,270,West,,,3.7
20170130-04:00,Fog,13,1,0,,100,,1018,0,0,13,0,0,0,250,WSW,,,3.7
20170130-04:30,Fog,13,1,0,,100,,1018,0,0,13,0,0,0.1,250,WSW,,,3.7
20170130-05:00,Fog,13,1,0,,100,,1018,0,0,13,0,0,0.3,250,WSW,,,3.7
20170130-06:00,Mist,14,0,0,,79,,1018,0,0,16,0,0,1,230,SW,,,3.7
20170130-06:30,Mist,16,0,0,,83,,1017,0,0,19,0,0,2,230,SW,,,3.7
20170130-07:00,Haze,13,0,0,,64,,1016,0,0,20,0,0,2,210,SSW,,,5.6
20170130-08:30,Haze,11,0,0,,50,,1014,0,0,22,0,0,3,270,West,,,9.3
20170130-09:00,Haze,12,0,0,,41,,1014,0,0,22,0,0,2,270,West,,,14.8
20170130-10:30,Haze,12,0,0,,53,,1013,0,0,22,0,0,3,280,West,,,7.4
20170130-11:00,Haze,12,0,0,,53,,1013,0,0,22,0,0,3,280,West,,,7.4
20170130-12:00,Haze,10,0,0,,43,,1014,0,0,20,0,0,2,290,WNW,,,3.7
20170130-12:30,Haze,10,0,0,,56,,1014,0,0,19,0,0,3,300,WNW,,,3.7
20170130-15:00,Mist,13,0,0,,84,,1015,0,0,15,0,0,2,,,,,0
20170130-18:00,Mist,12,0,0,,96,,1015,0,0,13,0,0,1,,,,,0
20170130-21:00,Patches of Fog,11,1,0,,96,,1015,0,0,12,0,0,0.5,,,,,0
20170131-00:00,Partial Fog,11,1,0,,100,,1015,0,0,11,0,0,0.5,,,,,0
20170131-03:00,Patches of Fog,11,1,0,,94,,1016,0,0,11,0,0,0.5,,,,,0
20170131-06:00,Smoke,13,0,0,,52,,1016,0,0,21,0,0,1,290,WNW,,,11.1
20170131-09:00,Haze,12,0,0,,38,,1014,0,0,23,0,0,2,320,NW,,,11.1
20170131-12:00,Haze,13,0,0,,49,,1014,0,0,22,0,0,2,320,NW,,,11.1
20170131-15:00,Mist,14,0,0,,84,,1016,0,0,16,0,0,2,320,NW,,,3.7
20170131-18:00,Mist,13,0,0,,95,,1017,0,0,13,0,0,1,,,,,0
20170131-21:00,Patches of Fog,12,1,0,,96,,1016,0,0,12,0,0,0.5,,,,,0
20170201-00:00,Partial Fog,11,1,0,,100,,1016,0,0,11,0,0,0.2,,,,,0
20170201-03:00,Partial Fog,12,1,0,,100,,1018,0,0,12,0,0,0.2,250,WSW,,,9.3
20170201-06:00,Smoke,12,0,0,,60,,1018,0,0,19,0,0,1,270,West,,,14.8
20170201-09:00,Smoke,10,0,0,,36,,1016,0,0,21,0,0,2,340,NNW,,,11.1
20170201-12:00,Haze,12,0,0,,50,,1016,0,0,21,0,0,2,320,NW,,,5.6
20170201-15:00,Mist,13,0,0,,85,,1018,0,0,15,0,0,1,,,,,0
20170201-18:00,Mist,12,0,0,,98,,1019,0,0,12,0,0,1,,,,,0
20170201-21:00,Patches of Fog,11,1,0,,100,,1019,0,0,11,0,0,0.5,,,,,0
20170202-00:00,Light Fog,10,1,0,,98,,1019,0,0,10,0,0,0.2,,,,,0
20170202-03:00,Partial Fog,9,1,0,,95,,1021,0,0,10,0,0,0.2,,,,,0
20170202-06:00,Smoke,12,0,0,,44,,1020,0,0,21,0,0,2,290,WNW,,,3.7
20170202-09:30,Haze,10,0,0,,44,,1018,0,0,23,0,0,2.5,340,NNW,,,7.4
20170202-10:00,Haze,11,0,0,,47,,1018,0,0,23,0,0,2.5,270,West,,,7.4
20170202-10:30,Haze,11,0,0,,47,,1018,0,0,23,0,0,2.5,270,West,,,7.4
20170202-12:00,Haze,10,0,0,,39,,1018,0,0,21,0,0,2,320,NW,,,7.4
20170202-13:00,Haze,11,0,0,,60,,1018,0,0,19,0,0,3,0,North,,,0
20170202-15:00,Mist,12,0,0,,78,,1019,0,0,15,0,0,2,,,,,0
20170202-18:00,Mist,11,0,0,,89,,1020,0,0,12,0,0,2,,,,,0
20170202-21:00,Mist,11,0,0,,91,,1019,0,0,11,0,0,1,,,,,0
20170203-00:00,Mist,10,0,0,,95,,1018,0,0,10,0,0,1,,,,,0
20170203-02:30,Fog,10,1,0,,100,,1019,0,0,10,0,0,0.1,0,North,,,0
20170203-03:00,Partial Fog,11,1,0,,100,,1020,0,0,11,0,0,0.2,,,,,0
20170203-03:30,Fog,11,1,0,,100,,1019,0,0,11,0,0,0.3,0,North,,,0
20170203-04:30,Fog,13,1,0,,82,,1019,0,0,16,0,0,0.6,0,North,,,0
20170203-06:00,Haze,12,0,0,,43,,1018,0,0,21,0,0,2,230,SW,,,3.7
20170203-09:00,Haze,12,0,0,,35,,1016,0,0,25,0,0,2,270,West,,,9.3
20170203-12:00,Haze,12,0,0,,37,,1015,0,0,23,0,0,2,270,West,,,7.4
20170203-15:00,Mist,14,0,0,,79,,1018,0,0,17,0,0,2,,,,,0
20170203-18:00,Mist,14,0,0,,92,,1017,0,0,15,0,0,1,,,,,0
20170203-21:00,Light Fog,13,1,0,,97,,1016,0,0,13,0,0,0.5,,,,,0
20170204-00:00,Partial Fog,13,1,0,,98,,1015,0,0,13,0,0,0.5,,,,,0
20170204-03:00,Patches of Fog,14,1,0,,99,,1017,0,0,15,0,0,0.5,110,ESE,,,5.6
20170204-04:30,Fog,15,1,0,,83,,1017,0,0,18,0,0,0.8,130,SE,,,11.1
20170204-06:00,Smoke,15,0,0,,65,,1016,0,0,20,0,0,1,140,SE,,,11.1
20170204-09:00,Smoke,15,0,0,,54,,1013,0,0,23,0,0,1,90,East,,,14.8
20170204-09:30,Smoke,16,0,0,,65,,1013,0,0,23,0,0,1.5,90,East,,,11.1
20170204-12:00,Smoke,16,0,0,,65,,1013,0,0,21,0,0,1,110,ESE,,,9.3
20170204-15:00,Mist,16,0,0,,82,,1013,0,0,19,0,0,2,90,East,,,14.8
20170204-18:00,Mist,15,0,0,,82,,1014,0,0,18,0,0,2,110,ESE,,,11.1
20170204-21:00,Mist,14,0,0,,83,,1013,0,0,17,0,0,2,110,ESE,,,9.3
20170205-00:00,Mist,14,0,0,,87,,1013,0,0,16,0,0,1,90,East,,,3.7
20170205-01:30,Fog,14,1,0,,88,,1014,0,0,16,0,0,0.6,90,East,,,3.7
20170205-02:00,Fog,14,1,0,,88,,1014,0,0,16,0,0,0.4,110,ESE,,,3.7
20170205-03:00,Patches of Fog,14,1,0,,81,,1015,0,0,16,0,0,0.5,90,East,,,11.1
20170205-03:30,Fog,14,1,0,,82,,1015,0,0,17,0,0,0.8,110,ESE,,,9.3
20170205-04:00,Mostly Cloudy,15,0,0,,83,,1016,0,0,18,0,0,1,110,ESE,,,9.3
20170205-04:30,Mostly Cloudy,15,0,0,,78,,1016,0,0,19,0,0,1,110,ESE,,,9.3
20170205-05:00,Smoke,14,0,0,,73,,1016,0,0,19,0,0,1.2,90,East,,,9.3
20170205-05:30,Smoke,15,0,0,,73,,1016,0,0,20,0,0,1.5,100,East,,,9.3
20170205-06:00,Smoke,15,0,0,,64,,1015,0,0,20,0,0,1,110,ESE,,,9.3
20170205-06:30,Smoke,15,0,0,,73,,1016,0,0,20,0,0,1.5,140,SE,,,11.1
20170205-08:30,Smoke,15,0,0,,64,,1013,0,0,22,0,0,1.8,110,ESE,,,9.3
20170205-09:00,Smoke,15,0,0,,55,,1013,0,0,22,0,0,1,40,NE,,,40.7
20170205-10:00,Smoke,15,0,0,,61,,1012,0,0,23,0,0,2,100,East,,,3.7
20170205-12:00,,17,0,0,,63,,1013,0,0,22,0,0,1,50,NE,,,3.7
20170205-13:00,Mostly Cloudy,17,0,0,,83,,1012,0,0,20,0,0,1.4,60,ENE,,,3.7
20170205-15:00,Mist,16,0,0,,90,,1014,0,0,17,0,0,1,90,East,,,3.7
20170205-18:00,Partial Fog,15,1,0,,93,,1014,0,0,16,0,0,0.2,,,,,0
20170205-21:00,Partial Fog,14,1,0,,96,,1013,0,0,15,0,0,0.2,,,,,0
20170206-00:00,Heavy Fog,14,1,0,,98,,1014,0,0,14,0,0,0.05,,,,,0
20170206-03:00,Partial Fog,14,1,0,,98,,1016,0,0,14,0,0,0.05,270,West,,,7.4
20170206-06:00,,16,0,0,,74,,1017,0,0,20,0,0,0.2,270,West,,,18.5
20170206-09:00,Haze,12,0,0,,39,,1015,0,0,23,0,0,2,290,WNW,,,18.5
20170206-10:30,Haze,11,0,0,,50,,1015,0,0,22,0,0,3.5,270,West,,,14.8
20170206-12:00,Haze,11,0,0,,45,,1015,0,0,21,0,0,2,320,NW,,,11.1
20170206-15:00,Mist,11,0,0,,69,,1017,0,0,15,0,0,2,,,,,0
20170206-18:00,Mist,9,0,0,,78,,1018,0,0,12,0,0,2,,,,,0
20170206-21:00,Mist,8,0,0,,76,,1017,0,0,11,0,0,2,320,NW,,,11.1
20170207-00:00,Mist,8,0,0,,81,,1016,0,0,10,0,0,2,270,West,,,7.4
20170207-03:00,Mist,8,0,0,,75,,1018,0,0,10,0,0,2,270,West,,,7.4
20170207-06:00,Haze,8,0,0,,39,,1018,0,0,19,0,0,4,320,NW,,,14.8
20170207-09:00,Haze,9,0,0,,33,,1015,0,0,21,0,0,4,320,NW,,,18.5
20170207-12:00,Haze,10,0,0,,41,,1014,0,0,20,0,0,2,290,WNW,,,9.3
20170207-15:00,Mist,12,0,0,,67,,1016,0,0,16,0,0,2,,,,,0
20170207-18:00,Mist,12,0,0,,85,,1016,0,0,13,0,0,1,290,WNW,,,3.7
20170207-21:00,Mist,11,0,0,,89,,1016,0,0,12,0,0,0.5,,,,,0
20170208-00:00,Patches of Fog,9,1,0,,95,,1015,0,0,10,0,0,0.5,,,,,0
20170208-03:00,Patches of Fog,10,1,0,,92,,1017,0,0,10,0,0,0.5,,,,,0
20170208-04:00,Fog,11,1,0,,88,,1017,0,0,13,0,0,0.6,0,North,,,0
20170208-05:30,Smoke,10,0,0,,59,,1017,0,0,18,0,0,1.2,250,WSW,,,9.3
20170208-06:00,Smoke,10,0,0,,43,,1017,0,0,20,0,0,1,270,West,,,11.1
20170208-09:00,Haze,8,0,0,,26,,1014,0,0,24,0,0,2,270,West,,,11.1
20170208-12:00,Haze,8,0,0,,29,,1013,0,0,22,0,0,2,270,West,,,9.3
20170208-15:00,Haze,11,0,0,,68,,1015,0,0,15,0,0,2,,,,,0
20170208-18:00,Mist,11,0,0,,86,,1016,0,0,13,0,0,2,,,,,0
20170208-21:00,Mist,11,0,0,,98,,1015,0,0,12,0,0,2,,,,,0
20170209-00:00,Mist,10,0,0,,95,,1015,0,0,10,0,0,2,,,,,0
20170209-03:00,Mist,10,0,0,,95,,1017,0,0,11,0,0,1,,,,,0
20170209-06:00,Smoke,10,0,0,,41,,1018,0,0,20,0,0,1,270,West,,,13
20170209-09:00,Smoke,8,0,0,,30,,1016,0,0,22,0,0,1,270,West,,,24.1
20170209-12:00,Haze,10,0,0,,43,,1015,0,0,20,0,0,2,320,NW,,,14.8
20170209-15:00,Mist,12,0,0,,73,,1016,0,0,15,0,0,1,270,West,,,3.7
20170209-18:00,Mist,11,0,0,,86,,1017,0,0,13,0,0,1,270,West,,,3.7
20170209-21:00,Mist,10,0,0,,84,,1017,0,0,12,0,0,1,270,West,,,3.7
20170210-00:00,Mist,10,0,0,,92,,1016,0,0,11,0,0,1,270,West,,,5.6
20170210-03:00,Light Fog,10,1,0,,93,,1017,0,0,11,0,0,1,270,West,,,9.3
20170210-03:30,Fog,10,1,0,,94,,1017,0,0,11,0,0,0.6,280,West,,,9.3
20170210-06:00,Haze,10,0,0,,44,,1017,0,0,19,0,0,2,270,West,,,20.4
20170210-09:00,Haze,8,0,0,,29,,1014,0,0,22,0,0,2,290,WNW,,,22.2
20170210-12:00,Haze,10,0,0,,37,,1013,0,0,21,0,0,4,290,WNW,,,14.8
20170210-15:00,Mist,10,0,0,,70,,1015,0,0,14,0,0,2,,,,,0
20170210-18:00,Mist,10,0,0,,88,,1016,0,0,12,0,0,2,,,,,0
20170210-21:00,Mist,10,0,0,,99,,1016,0,0,11,0,0,2,,,,,0
20170211-00:00,Patches of Fog,9,1,0,,97,,1016,0,0,9,0,0,0.5,,,,,0
20170211-03:00,Patches of Fog,9,1,0,,81,,1017,0,0,11,0,0,0.5,270,West,,,5.6
20170211-06:00,Haze,8,0,0,,33,,1018,0,0,20,0,0,2,290,WNW,,,11.1
20170211-09:00,Haze,7,0,0,,24,,1015,0,0,23,0,0,2,320,NW,,,9.3
20170211-12:00,Haze,8,0,0,,28,,1014,0,0,23,0,0,2,340,NNW,,,5.6
20170211-15:00,Haze,10,0,0,,67,,1017,0,0,15,0,0,2,,,,,0
20170211-18:00,Mist,11,0,0,,83,,1018,0,0,13,0,0,1,,,,,0
20170211-21:00,Mist,11,0,0,,99,,1018,0,0,11,0,0,1,,,,,0
20170212-00:00,Patches of Fog,9,1,0,,100,,1019,0,0,9,0,0,1,,,,,0
20170212-03:00,Mist,10,0,0,,92,,1021,0,0,10,0,0,1,,,,,0
20170212-06:00,Haze,11,0,0,,40,,1021,0,0,21,0,0,2,,,,,3.7
20170212-09:00,Haze,12,0,0,,34,,1018,0,0,25,0,0,2,20,NNE,,,3.7
20170212-12:00,Haze,12,0,0,,41,,1018,0,0,22,0,0,2,0,North,,,5.6
20170212-15:00,Mist,13,0,0,,70,,1020,0,0,17,0,0,2,,,,,0
20170212-18:00,Mist,12,0,0,,93,,1020,0,0,14,0,0,2,,,,,0
20170212-21:00,Mist,11,0,0,,93,,1020,0,0,12,0,0,2,,,,,0
20170213-00:00,Mist,9,0,0,,95,,1021,0,0,10,0,0,1,,,,,0
20170213-03:00,Mist,9,0,0,,91,,1023,0,0,10,0,0,1,270,West,,,3.7
20170213-04:00,Haze,10,0,0,,68,,1023,0,0,16,0,0,1.5,290,WNW,,,3.7
20170213-06:00,Haze,10,0,0,,37,,1023,0,0,22,0,0,2,320,NW,,,9.3
20170213-09:00,Haze,11,0,0,,31,,1020,0,0,25,0,0,2,270,West,,,14.8
20170213-12:00,Haze,10,0,0,,35,,1020,0,0,23,0,0,2,290,WNW,,,7.4
20170213-15:00,Mist,12,0,0,,72,,1021,0,0,16,0,0,2,290,WNW,,,3.7
20170213-18:00,Mist,12,0,0,,92,,1022,0,0,13,0,0,2,270,West,,,7.4
20170213-21:00,Mist,10,0,0,,82,,1021,0,0,12,0,0,2,270,West,,,7.4
20170214-00:00,Mist,10,0,0,,86,,1021,0,0,12,0,0,2,270,West,,,9.3
20170214-03:00,Mist,10,0,0,,86,,1023,0,0,12,0,0,1,270,West,,,5.6
20170214-06:00,Smoke,9,0,0,,33,,1023,0,0,22,0,0,1,290,WNW,,,11.1
20170214-09:00,Haze,11,0,0,,31,,1020,0,0,24,0,0,2,290,WNW,,,16.7
20170214-12:00,Haze,10,0,0,,35,,1020,0,0,23,0,0,2,290,WNW,,,9.3
20170214-15:00,Mist,13,0,0,,71,,1021,0,0,16,0,0,2,,,,,0
20170214-18:00,Mist,12,0,0,,87,,1022,0,0,14,0,0,1,,,,,0
20170214-21:00,Mist,12,0,0,,95,,1021,0,0,12,0,0,1,270,West,,,3.7
20170215-00:00,Mist,11,0,0,,95,,1021,0,0,11,0,0,1,,,,,0
20170215-03:00,Mist,11,0,0,,84,,1022,0,0,13,0,0,1,250,WSW,,,3.7
20170215-06:00,Haze,11,0,0,,37,,1022,0,0,23,0,0,2,270,West,,,11.1
20170215-12:00,Haze,13,0,0,,36,,1018,0,0,25,0,0,2,290,WNW,,,11.1
20170215-15:00,Mist,14,0,0,,69,,1020,0,0,19,0,0,2,270,West,,,3.7
20170215-18:00,Mist,14,0,0,,79,,1021,0,0,16,0,0,1,,,,,0
20170215-21:00,Mist,13,0,0,,74,,1020,0,0,16,0,0,1,290,WNW,,,9.3
20170216-00:00,Mist,13,0,0,,85,,1019,0,0,14,0,0,1,290,WNW,,,5.6
20170216-03:00,Mist,13,0,0,,79,,1020,0,0,15,0,0,1,270,West,,,9.3
20170216-06:00,Haze,10,0,0,,32,,1019,0,0,24,0,0,2,290,WNW,,,11.1
20170216-09:00,Haze,10,0,0,,24,,1016,0,0,26,0,0,2,270,West,,,16.7
20170216-12:00,Haze,13,0,0,,37,,1015,0,0,25,0,0,2,290,WNW,,,14.8
20170216-15:00,Haze,15,0,0,,61,,1017,0,0,21,0,0,2,290,WNW,,,7.4
20170216-18:00,Mist,15,0,0,,68,,1018,0,0,19,0,0,2,290,WNW,,,9.3
20170216-21:00,Mist,14,0,0,,68,,1017,0,0,18,0,0,2,270,West,,,9.3
20170217-00:00,Mist,13,0,0,,74,,1016,0,0,16,0,0,2,250,WSW,,,9.3
20170217-03:00,Mist,13,0,0,,67,,1018,0,0,17,0,0,1,270,West,,,5.6
20170217-06:00,Smoke,13,0,0,,50,,1018,0,0,21,0,0,1,290,WNW,,,11.1
20170217-09:00,Smoke,16,0,0,,41,,1015,0,0,27,0,0,2,290,WNW,,,20.4
20170217-11:30,Smoke,17,0,0,,57,,1015,0,0,26,0,0,2.5,290,WNW,,,20.4
20170217-12:00,Smoke,17,0,0,,48,,1014,0,0,25,0,0,2,270,West,,,5.6
20170217-12:30,Smoke,17,0,0,,61,,1015,0,0,25,0,0,2.5,290,WNW,,,11.1
20170217-15:00,Mist,16,0,0,,70,,1017,0,0,21,0,0,2,290,WNW,,,3.7
20170217-18:00,Mist,16,0,0,,88,,1019,0,0,18,0,0,2,270,West,,,5.6
20170217-21:00,Mist,15,0,0,,88,,1018,0,0,17,0,0,1,,,,,0
20170218-00:00,Mist,15,0,0,,93,,1017,0,0,15,0,0,1,270,West,,,3.7
20170218-03:00,Patches of Fog,16,1,0,,100,,1018,0,0,16,0,0,1,270,West,,,9.3
20170218-06:00,Smoke,16,0,0,,49,,1018,0,0,24,0,0,1,320,NW,,,11.1
20170218-09:00,Haze,13,0,0,,25,,1015,0,0,30,0,0,2,290,WNW,,,11.1
20170218-12:00,Haze,16,0,0,,39,,1015,0,0,27,0,0,2,270,West,,,14.8
20170218-15:00,Mist,17,0,0,,74,,1016,0,0,21,0,0,2,,,,,0
20170218-18:00,Mist,18,0,0,,89,,1016,0,0,19,0,0,2,,,,,0
20170218-21:00,Mist,17,0,0,,97,,1015,0,0,17,0,0,2,,,,,0
20170219-00:00,Mist,17,0,0,,100,,1014,0,0,17,0,0,2,250,WSW,,,3.7
20170219-02:00,Partly Cloudy,15,0,0,,94,,1016,0,0,16,0,0,1,260,West,,,3.7
20170219-02:30,Partly Cloudy,15,0,0,,88,,1016,0,0,17,0,0,1.5,250,WSW,,,3.7
20170219-03:00,Mist,16,0,0,,82,,1016,0,0,18,0,0,2,250,WSW,,,7.4
20170219-06:00,Haze,12,0,0,,28,,1016,0,0,28,0,0,2,250,WSW,,,11.1
20170219-09:00,Haze,13,0,0,,24,,1012,0,0,30,0,0,2,290,WNW,,,14.8
20170219-09:30,Haze,13,0,0,30,33,,1013,0,0,31,0,0,5,280,West,,,14.8
20170219-12:00,Haze,16,0,0,,36,,1010,0,0,29,0,0,4,270,West,,,7.4
20170219-15:00,Mist,18,0,0,,71,,1011,0,0,21,0,0,2,,,,,0
20170219-18:00,Mist,18,0,0,,81,,1010,0,0,21,0,0,2,,,,,0
20170219-21:00,Mist,17,0,0,,90,,1009,0,0,18,0,0,2,,,,,0
20170220-00:00,Mist,17,0,0,,96,,1008,0,0,17,0,0,1,140,SE,,,3.7
20170220-03:00,Mist,17,0,0,,91,,1008,0,0,18,0,0,1,,,,,0
20170220-06:00,Smoke,15,0,0,,36,,1007,0,0,27,0,0,2,230,SW,,,11.1
20170220-09:00,Haze,14,0,0,,25,,1004,0,0,31,0,0,2,270,West,,,11.1
20170220-12:00,Haze,13,0,0,,27,,1003,0,0,29,0,0,2,250,WSW,,,7.4
20170220-15:00,Haze,17,0,0,,61,,1004,0,0,23,0,0,2,90,East,,,7.4
20170220-18:00,Mist,17,0,0,,70,,1005,0,0,22,0,0,2,270,West,,,7.4
20170220-21:00,Mist,17,0,0,,75,,1004,0,0,20,0,0,2,270,West,,,7.4
20170221-00:00,Mist,17,0,0,,90,,1005,0,0,18,0,0,1,270,West,,,3.7
20170221-03:00,Mist,15,0,0,,85,,1007,0,0,17,0,0,1,250,WSW,,,9.3
20170221-06:00,Haze,17,0,0,,60,,1008,0,0,23,0,0,2,270,West,,,14.8
20170221-09:00,Haze,17,0,0,,53,,1006,0,0,25,0,0,2,270,West,,,22.2
20170221-09:30,Haze,18,0,0,,65,,1007,0,0,25,0,0,2.5,270,West,,,24.1
20170221-10:00,Haze,17,0,0,,61,,1007,0,0,25,0,0,2.5,270,West,,,18.5
20170221-10:30,Haze,17,0,0,,61,,1006,0,0,25,0,0,3,270,West,,,18.5
20170221-11:30,Haze,16,0,0,,61,,1007,0,0,24,0,0,3,290,WNW,,,14.8
20170221-12:00,Haze,15,0,0,,48,,1006,0,0,24,0,0,2,270,West,,,14.8
20170221-13:00,Haze,16,0,0,,65,,1008,0,0,23,0,0,2.5,270,West,,,7.4
20170221-18:00,Mist,15,0,0,,90,,1012,0,0,17,0,0,2,,,,,0
20170221-21:00,Mist,15,0,0,,94,,1010,0,0,16,0,0,2,,,,,0
20170222-00:00,Mist,13,0,0,,95,,1010,0,0,13,0,0,1,,,,,0
20170222-03:00,Mist,14,0,0,,92,,1012,0,0,14,0,0,1,270,West,,,5.6
20170222-06:00,Haze,9,0,0,,25,,1013,0,0,26,0,0,2,250,WSW,,,11.1
20170222-09:00,Haze,9,0,0,,23,,1011,0,0,27,0,0,2,250,WSW,,,16.7
20170222-12:00,Haze,12,0,0,,38,,1010,0,0,24,0,0,2,290,WNW,,,14.8
20170222-15:00,Haze,12,0,0,,53,,1013,0,0,20,0,0,2,320,NW,,,3.7
20170222-18:00,Haze,10,0,0,,59,,1015,0,0,16,0,0,2,290,WNW,,,7.4
